Timestamp,PendingId,MarketCondition,Confidence,Band,Action,LotEngine,LotAdjusted,Entry,TP,SL,ATR,H4Level,LatencyMs,OwnerRule,Reason,Activation
2026-07-30T09:11:07.382Z,1,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2650,2662.5,2647,12.5,1,1.0015,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.398Z,2,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2651.7,2663,2647.5,12.5,2,0.1162,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.398Z,3,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2653.4,2663.5,2648,12.5,3,0.0683,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.398Z,4,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2651.5,2664,2648.5,12.5,4,0.0484,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.399Z,5,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2653.2,2664.5,2649,12.5,5,0.0846,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.399Z,6,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2654.9,2665,2649.5,12.5,6,0.0614,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.401Z,7,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2653,2665.5,2650,12.5,1,1.4104,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.401Z,8,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2654.7,2666,2650.5,12.5,2,0.0674,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.401Z,9,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2656.4,2666.5,2651,12.5,3,0.0857,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.402Z,10,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2654.5,2667,2651.5,12.5,4,0.1439,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.402Z,11,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2656.2,2667.5,2652,12.5,5,0.0617,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.402Z,12,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2657.9,2668,2652.5,12.5,6,0.0268,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.402Z,13,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2656,2668.5,2653,12.5,1,0.0348,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.402Z,14,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2657.7,2669,2653.5,12.5,2,0.0234,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,15,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2659.4,2669.5,2654,12.5,3,0.0231,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,16,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2657.5,2670,2654.5,12.5,4,0.0250,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,17,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2659.2,2670.5,2655,12.5,5,0.0308,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,18,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2660.9,2671,2655.5,12.5,6,0.0511,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,19,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2659,2671.5,2656,12.5,1,0.0482,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,20,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2660.7,2672,2656.5,12.5,2,0.0571,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.403Z,21,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2662.4,2672.5,2657,12.5,3,0.0401,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,22,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2660.5,2673,2657.5,12.5,4,0.0244,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,23,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2662.2,2673.5,2658,12.5,5,0.0365,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,24,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2663.9,2674,2658.5,12.5,6,0.0235,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,25,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2662,2674.5,2659,12.5,1,0.0220,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,26,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2663.7,2675,2659.5,12.5,2,0.0279,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,27,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2665.4,2675.5,2660,12.5,3,0.0210,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,28,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2663.5,2676,2660.5,12.5,4,0.0165,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,29,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2665.2,2676.5,2661,12.5,5,0.0167,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,30,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2666.9,2677,2661.5,12.5,6,0.0122,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,31,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2665,2677.5,2662,12.5,1,0.0133,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,32,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2666.7,2678,2662.5,12.5,2,0.0125,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.404Z,33,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2668.4,2678.5,2663,12.5,3,0.0118,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,34,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2666.5,2679,2663.5,12.5,4,0.0125,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,35,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2668.2,2679.5,2664,12.5,5,0.0130,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,36,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2669.9,2680,2664.5,12.5,6,0.0122,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,37,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2668,2680.5,2665,12.5,1,0.0130,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,38,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2669.7,2681,2665.5,12.5,2,0.0116,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,39,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2671.4,2681.5,2666,12.5,3,0.0121,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,40,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2669.5,2682,2666.5,12.5,4,0.0124,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,41,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2671.2,2682.5,2667,12.5,5,0.0121,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,42,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2672.9,2683,2667.5,12.5,6,0.0122,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,43,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2671,2683.5,2668,12.5,1,0.0122,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,44,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2672.7,2684,2668.5,12.5,2,0.0119,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,45,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2674.4,2684.5,2669,12.5,3,0.0126,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,46,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2672.5,2685,2669.5,12.5,4,0.0128,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,47,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2674.2,2685.5,2670,12.5,5,0.0135,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,48,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2675.9,2686,2670.5,12.5,6,0.0124,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.405Z,49,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2674,2686.5,2671,12.5,1,0.0118,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.406Z,50,"Strong Trend",88.26,STRONG,NORMAL,0.5,0.5,2675.7,2687,2671.5,12.5,2,0.0121,"TradeExactAsEngine","ExecConf=88 Band=STRONG Spread=85 Vol=55 Trend=92 News=80 Broker=90 | TradeExactAsEngine",PENDING_ONLY
2026-07-30T09:11:07.406Z,1,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2650,2662.5,2647,8,1,0.0256,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,2,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2651.7,2663,2647.5,8,2,0.0136,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,3,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2653.4,2663.5,2648,8,3,0.0142,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,4,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2651.5,2664,2648.5,8,4,0.0124,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,5,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2653.2,2664.5,2649,8,5,0.0127,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,6,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2654.9,2665,2649.5,8,6,0.0127,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,7,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2653,2665.5,2650,8,1,0.0132,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
2026-07-30T09:11:07.406Z,8,"Weak Trend",59.04,HIGH_RISK,FREEZE,0.5,0.5,2654.7,2666,2650.5,8,2,0.0124,"MaxFreeze=30min","ExecConf=59 Band=HIGH_RISK Spread=75 Vol=40 Trend=45 News=75 Broker=85 | MaxFreeze=30min",PENDING_ONLY
